	CTL_1	CTL_2	CTL_3	CTL_4	epm2a_1	epm2a_2	epm2a_3	epm2b_1	epm2b_2	epm2b_3	epm2b_4
ENSMUSG00000050217	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026063	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000100592	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094215	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000101093	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070960	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000026058	145	161	132	143	87	142	111	104	114	111	133
ENSMUSG00000064688	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482	1	3	5	1	3	3	4	3	6	4	1
ENSMUSG00000104498	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104313	0	2	0	0	0	2	1	0	1	1	2
ENSMUSG00000102865	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102321	3	3	1	1	2	2	3	1	4	2	3
ENSMUSG00000091318	0	0	1	1	0	0	1	0	1	1	0
ENSMUSG00000089489	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433	1	3	3	0	1	4	1	2	2	3	6
ENSMUSG00000089395	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100497	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102917	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000100590	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000088750	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101612	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000065260	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000026134	129	129	116	116	109	135	134	101	110	118	126
ENSMUSG00000101682	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102714	0	0	0	1	0	1	0	0	0	0	2
ENSMUSG00000102093	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103746	3	6	8	3	7	2	3	2	4	3	4
ENSMUSG00000102198	1	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000004768	462	418	404	402	387	484	518	341	409	408	386
ENSMUSG00000042215	132	112	107	88	109	111	133	76	107	102	111
ENSMUSG00000103072	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042197	1040	1011	869	881	923	1052	961	678	887	856	852
ENSMUSG00000081402	1	0	1	0	3	0	1	1	1	0	0
ENSMUSG00000042182	2829	2842	2728	2728	2554	2810	2746	2217	2717	2583	2653
ENSMUSG00000104416	11	9	8	11	14	11	5	6	6	7	11
ENSMUSG00000026131	9132	9522	8676	8501	9041	9969	9961	6715	7951	8459	8161
ENSMUSG00000103596	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000099382	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084506	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103364	5	3	3	3	2	2	3	5	4	2	11
ENSMUSG00000105982	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000096992	9	2	0	2	3	4	2	2	3	3	5
ENSMUSG00000103001	6	0	2	1	0	3	0	0	1	0	0
ENSMUSG00000104397	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102839	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101206	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101462	16	6	7	5	11	10	13	10	10	7	11
ENSMUSG00000102336	44	55	36	48	46	25	29	38	38	51	28
ENSMUSG00000092852	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042111	240	220	206	207	204	247	268	192	219	225	228
ENSMUSG00000101711	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026127	475	433	417	437	417	533	537	373	413	463	410
ENSMUSG00000026126	22	19	21	14	28	35	57	39	42	40	53
ENSMUSG00000100280	5	2	3	2	2	2	1	6	3	3	2
ENSMUSG00000101223	1	0	1	1	0	0	1	0	0	1	0
ENSMUSG00000026125	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101116	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026124	0	1	0	0	1	0	2	1	1	1	0
ENSMUSG00000101803	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037529	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045815	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045174	401	478	395	414	370	454	459	392	427	501	440
ENSMUSG00000100524	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102499	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103521	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104098	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000037509	2712	2394	2395	2422	2503	2599	2878	2165	2486	2708	2681
ENSMUSG00000102537	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102612	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000118272	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104002	2	6	9	7	0	4	1	3	3	3	3
ENSMUSG00000037503	3955	4207	3958	3740	3916	4350	4628	3502	4027	4291	3921
ENSMUSG00000104358	0	2	0	0	0	0	0	0	0	0	1
ENSMUSG00000026123	4374	3869	3684	4126	3366	4270	3968	2735	3211	3400	3224
ENSMUSG00000103716	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103548	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000103760	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000103997	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077231	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104417	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000064601	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102531	2	2	1	2	0	1	2	2	3	1	2
ENSMUSG00000103096	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102279	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103708	3	1	0	0	1	1	0	0	0	1	0
ENSMUSG00000104201	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102434	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045216	672	640	560	561	612	706	757	533	581	633	657
ENSMUSG00000104523	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000102202	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000037470	1046	1004	927	858	1010	1145	1228	785	857	979	895
ENSMUSG00000098752	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047180	18	15	14	15	25	34	44	31	28	31	48
ENSMUSG00000037447	196	166	158	175	214	253	249	192	204	226	256
ENSMUSG00000102762	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000010453	1227	1252	1174	1040	1290	1383	1423	1030	1182	1226	1261
ENSMUSG00000098680	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037432	2	0	1	0	0	4	1	1	2	0	1
ENSMUSG00000001143	550	513	452	472	559	621	640	472	551	535	526
ENSMUSG00000037408	194	178	160	175	167	209	193	160	160	192	175
ENSMUSG00000104316	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000106081	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001138	451	447	403	415	403	442	468	377	377	405	450
ENSMUSG00000102845	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000067653	10	11	7	8	3	12	9	5	9	7	10
ENSMUSG00000109510	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079610	92	121	89	82	94	107	74	80	96	103	96
ENSMUSG00000026121	245	242	216	218	199	229	245	227	241	244	245
ENSMUSG00000087589	20	15	18	11	7	11	19	11	19	11	11
ENSMUSG00000046337	4	0	5	4	3	2	6	2	5	1	1
ENSMUSG00000089906	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077939	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061518	2327	1995	1923	2217	1956	2143	2356	1669	1955	1969	1911
ENSMUSG00000037351	3358	3266	3155	2966	3170	3563	3993	3002	3455	3649	3453
ENSMUSG00000102416	4	6	2	4	1	3	1	4	3	7	3
ENSMUSG00000104237	17	18	13	24	8	24	13	13	15	15	21
ENSMUSG00000026117	16	32	19	20	27	23	27	22	28	20	29
ENSMUSG00000097291	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000026116	1178	1240	1020	995	1109	1216	1247	843	1042	1078	1091
ENSMUSG00000103016	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000102930	1	1	0	0	1	0	2	0	0	1	0
ENSMUSG00000103159	2	2	1	2	0	1	1	2	0	1	0
ENSMUSG00000080054	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095944	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050122	40	42	21	24	21	27	21	22	30	33	35
ENSMUSG00000103603	6	7	1	2	0	4	2	1	3	4	0
ENSMUSG00000026114	2	3	3	3	3	4	3	4	4	2	2
ENSMUSG00000102231	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026113	2179	2180	2028	1887	2036	2279	2167	1535	1763	1933	1762
ENSMUSG00000086064	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102879	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026112	1239	1309	1149	1133	1163	1338	1362	972	1221	1133	1165
ENSMUSG00000026111	550	529	493	500	496	548	660	484	614	574	577
ENSMUSG00000026110	786	738	655	667	711	797	761	533	569	667	649
ENSMUSG00000103948	2	0	1	0	1	2	0	0	1	0	2
ENSMUSG00000087233	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026090	1900	1894	1657	1780	1910	1962	2025	1704	1816	2107	1903
ENSMUSG00000089767	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000104365	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102650	1	1	0	0	0	1	0	1	1	1	1
ENSMUSG00000060771	348	329	300	301	341	376	318	232	343	278	307
ENSMUSG00000097268	37	35	41	30	25	26	28	19	25	28	28
ENSMUSG00000037216	72	44	55	48	55	55	62	41	46	57	41
ENSMUSG00000026088	120	152	109	118	99	157	159	145	146	146	117
ENSMUSG00000026087	561	542	527	613	538	594	638	480	652	603	617
ENSMUSG00000061584	1	1	2	3	0	4	0	2	0	1	0
ENSMUSG00000087374	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000026085	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089141	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058407	772	669	680	651	625	728	679	563	717	736	723
ENSMUSG00000026083	1351	1335	1234	1301	1156	1335	1379	916	1136	1167	1139
ENSMUSG00000026082	595	653	597	536	575	646	621	448	569	616	597
ENSMUSG00000103804	13	11	9	7	11	7	11	10	8	7	11
ENSMUSG00000102716	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037138	671	700	591	571	719	675	686	490	542	681	544
ENSMUSG00000085391	4	3	4	1	4	4	7	3	5	5	4
ENSMUSG00000085280	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087131	3	2	1	1	1	1	0	2	1	1	1
ENSMUSG00000102984	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102541	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814	2834	2927	2640	2497	2669	2911	2910	1981	2420	2506	2462
ENSMUSG00000026080	1111	1036	991	998	989	1058	1145	883	1021	1053	1013
ENSMUSG00000103647	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102447	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067604	1	2	0	2	5	2	4	0	0	2	3
ENSMUSG00000026078	365	360	342	384	316	422	399	330	413	355	384
ENSMUSG00000103046	31	28	23	38	26	29	20	19	20	22	19
ENSMUSG00000104188	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000103182	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098833	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026077	369	382	286	321	346	364	352	255	356	347	349
ENSMUSG00000092553	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092563	0	3	0	0	1	2	0	2	1	0	0
ENSMUSG00000073702	1409	1398	1287	1418	1348	1437	1828	1404	2033	1920	1991
ENSMUSG00000003134	402	383	368	318	375	395	401	294	352	378	407
ENSMUSG00000102607	0	1	0	0	0	0	0	1	0	1	1
ENSMUSG00000065629	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104827	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003135	405	386	370	333	355	344	411	317	351	362	335
ENSMUSG00000085894	40	20	32	33	35	46	29	42	34	34	34
ENSMUSG00000077704	4	1	1	8	5	3	5	6	5	8	2
ENSMUSG00000048234	264	287	230	215	226	277	282	200	228	254	237
ENSMUSG00000064936	0	1	1	0	1	1	0	0	0	0	0
ENSMUSG00000102471	0	2	0	1	0	0	0	0	1	1	0
ENSMUSG00000050967	1474	1596	1492	1381	1406	1386	1556	1194	1424	1441	1269
ENSMUSG00000097083	31	40	41	43	25	34	33	32	34	35	32
ENSMUSG00000057173	3	2	5	6	3	5	4	2	6	5	7
ENSMUSG00000091937	0	1	0	0	0	0	0	1	0	0	1
ENSMUSG00000101634	0	1	0	0	2	0	1	1	1	0	1
ENSMUSG00000026074	1730	1669	1606	1543	1693	1967	2216	1524	1790	1885	1890
ENSMUSG00000102985	13	15	20	11	14	12	13	7	8	12	18
ENSMUSG00000026073	5	8	9	6	7	17	22	7	11	8	25
ENSMUSG00000097899	9	10	13	16	10	8	10	10	11	11	10
ENSMUSG00000102975	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000026072	69	84	74	76	95	146	108	64	108	71	97
ENSMUSG00000103560	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000070942	15	16	12	21	25	73	66	40	44	28	70
ENSMUSG00000103230	1	1	1	0	3	1	7	0	2	1	4
ENSMUSG00000026069	1	4	2	2	5	38	25	11	12	6	27
ENSMUSG00000026070	0	0	0	1	1	1	4	2	2	1	1
ENSMUSG00000026068	3	1	1	0	9	2	5	2	4	2	4
ENSMUSG00000104441	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026065	40	58	45	43	45	53	41	36	45	52	52
ENSMUSG00000102676	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026062	90	131	112	108	93	117	110	75	100	104	89
ENSMUSG00000103679	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000103270	0	0	1	0	0	1	0	0	0	0	1
ENSMUSG00000041945	103	98	77	89	66	99	111	61	75	79	77
ENSMUSG00000079588	5	8	4	2	4	2	4	2	5	1	4
ENSMUSG00000094136	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104072	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100185	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100832	1	0	0	2	0	0	1	0	1	1	2
ENSMUSG00000100178	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101877	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053640	1	0	0	3	0	2	0	0	0	0	0
ENSMUSG00000101919	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101299	19	14	17	20	23	19	11	20	18	20	23
ENSMUSG00000100180	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103106	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000060424	313	314	270	285	282	322	384	286	373	317	349
ENSMUSG00000104199	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093436	48	42	49	45	35	45	43	36	37	29	45
ENSMUSG00000045515	969	1046	960	949	1073	997	1236	896	957	968	934
ENSMUSG00000097063	33	33	24	20	29	41	49	30	26	32	32
ENSMUSG00000099784	24	18	16	14	28	21	12	18	17	26	25
ENSMUSG00000060679	460	427	372	447	371	459	442	335	429	375	434
ENSMUSG00000077448	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041907	169	163	150	150	158	208	160	111	154	171	130
ENSMUSG00000089088	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070939	704	740	678	667	660	778	732	643	758	663	740
ENSMUSG00000100269	3	1	2	0	0	4	2	2	2	2	0
ENSMUSG00000041878	8	6	2	4	7	7	6	3	8	2	5
ENSMUSG00000010290	731	688	598	641	608	683	703	481	529	595	590
ENSMUSG00000008136	342	332	268	315	298	300	323	248	290	295	312
ENSMUSG00000094497	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099576	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099694	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101923	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066877	311	284	221	234	313	305	369	237	297	314	273
ENSMUSG00000103422	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000103945	5	7	9	8	4	4	5	5	4	11	4
ENSMUSG00000026051	182	158	152	170	158	158	160	146	149	192	218
ENSMUSG00000100764	2	2	3	2	2	4	2	0	4	3	0
ENSMUSG00000100635	3	0	0	2	1	2	3	3	3	4	2
ENSMUSG00000100480	5	8	8	5	6	10	6	9	7	5	2
ENSMUSG00000057363	590	576	567	554	551	645	603	470	649	562	630
ENSMUSG00000090243	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100701	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000101395	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088848	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095757	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041763	1114	1092	935	1059	960	1056	1014	709	895	888	829
ENSMUSG00000047343	0	1	0	2	1	0	3	1	1	0	0
ENSMUSG00000090106	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091844	0	3	2	3	5	7	3	3	3	2	0
ENSMUSG00000026049	48	54	38	50	37	51	37	27	46	55	46
ENSMUSG00000101104	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026047	121	100	97	86	96	126	119	82	109	99	117
ENSMUSG00000041684	408	390	366	335	325	364	358	260	363	308	364
ENSMUSG00000026048	467	437	352	436	376	448	418	353	340	388	390
ENSMUSG00000046828	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000089703	0	0	0	1	0	0	0	1	0	0	1
ENSMUSG00000100966	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100769	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101567	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000056870	112	132	94	111	100	93	106	71	82	74	83
ENSMUSG00000102319	0	1	0	0	0	1	1	2	0	0	0
ENSMUSG00000089877	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101701	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103071	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100434	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100013	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101251	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101937	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026043	53	61	38	50	39	77	47	53	47	39	88
ENSMUSG00000105211	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026042	121	97	79	91	86	144	121	80	95	118	134
ENSMUSG00000104476	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000100218	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100361	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100894	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095121	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065255	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100843	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087764	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025995	533	553	465	487	445	572	484	385	500	498	447
ENSMUSG00000099850	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084817	0	0	1	3	1	0	1	0	1	1	2
ENSMUSG00000098549	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099381	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025993	148	146	106	109	120	142	141	125	153	119	142
ENSMUSG00000099946	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070896	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090682	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044457	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099432	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041144	168	158	133	148	152	174	114	99	124	125	126
ENSMUSG00000096047	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101262	1	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000101337	34	36	37	30	25	25	25	24	35	24	29
ENSMUSG00000025986	3460	3827	3362	3445	3399	3727	3769	2702	3363	3510	3136
ENSMUSG00000100213	52	68	43	31	54	33	33	52	49	53	36
ENSMUSG00000103129	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000100160	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101921	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000081185	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103246	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098876	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100530	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104067	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100033	1	1	2	0	3	1	0	0	2	1	0
ENSMUSG00000094968	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088017	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096973	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100866	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099376	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097883	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092790	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099454	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051616	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099627	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099882	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099608	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099864	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098249	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100451	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099941	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084531	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100816	1	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000026109	1065	1040	899	911	949	1079	1063	878	1030	1070	1044
ENSMUSG00000100671	5	7	7	3	6	10	4	8	10	10	6
ENSMUSG00000092906	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000101242	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000099924	3	1	2	3	1	4	4	1	9	2	11
ENSMUSG00000099625	2	12	10	8	9	4	3	1	7	5	6
ENSMUSG00000101799	2	2	3	5	4	3	1	4	5	3	2
ENSMUSG00000045954	207	188	189	166	192	173	184	128	172	141	185
ENSMUSG00000099741	3	0	1	2	0	1	1	0	0	0	0
ENSMUSG00000101702	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026107	252	245	240	224	220	277	242	185	191	256	263
ENSMUSG00000099413	1	3	7	6	2	2	0	1	3	5	8
ENSMUSG00000103424	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101741	1	2	1	2	0	1	0	1	0	1	0
ENSMUSG00000018417	476	484	480	450	458	459	423	395	458	508	464
ENSMUSG00000101724	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000100313	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000100696	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099135	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072324	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062939	10	7	8	9	10	4	8	6	10	8	14
ENSMUSG00000101628	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000078291	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000109599	4	9	6	2	3	4	5	7	8	6	5
ENSMUSG00000026104	206	223	205	201	206	307	366	209	226	220	285
ENSMUSG00000099569	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026103	5535	5668	5337	5029	5032	5888	5251	3939	4885	5022	4904
ENSMUSG00000099648	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065192	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002881	506	548	486	449	468	567	599	408	516	469	539
ENSMUSG00000097833	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000101501	4	2	2	1	0	0	1	1	1	2	0
ENSMUSG00000100120	1	2	0	1	1	0	0	0	0	2	1
ENSMUSG00000099878	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000100007	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043015	128	137	106	101	82	120	98	85	74	91	112
ENSMUSG00000103630	10	3	8	1	5	6	5	3	5	9	4
ENSMUSG00000041439	1696	1822	1548	1517	1586	1723	1879	1348	1476	1640	1469
ENSMUSG00000100302	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000100230	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000026102	556	591	526	581	538	588	569	454	511	514	563
ENSMUSG00000041426	318	310	275	254	264	301	285	230	330	293	290
ENSMUSG00000089802	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043629	172	191	156	154	165	184	186	109	154	126	136
ENSMUSG00000026100	5	5	4	10	7	7	4	5	3	7	2
ENSMUSG00000089334	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060715	5	9	1	2	1	4	5	0	2	0	1
ENSMUSG00000026098	95	114	106	94	79	85	102	81	81	77	92
ENSMUSG00000100763	0	0	0	1	0	0	1	1	0	0	0
ENSMUSG00000026097	160	148	154	139	135	161	170	128	149	160	147
ENSMUSG00000100679	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026096	275	300	248	238	215	294	219	187	245	224	234
