	ctrl1_Chap	ctrl1_noChap	ctrl2_Chap	ctrl2_noChap	ctrl3_Chap	ctrl3_noChap	pat1_Chap	pat1_noChap	pat2_Chap	pat2_noChap	pat3_Chap	pat3_noChap
ENSG00000054116	451	376	686	431	521	360	527	464	511	484	767	666
ENSG00000116871	1813	1733	2472	2030	1888	1215	1884	2205	1255	1156	1905	1700
ENSG00000054118	1773	1299	2014	1278	1536	875	2042	1774	1213	1137	1634	1517
ENSG00000214193	187	228	319	216	218	190	255	229	125	158	277	172
ENSG00000142694	338	310	398	278	230	134	331	350	329	301	516	359
ENSG00000116883	47	51	79	87	129	87	94	104	48	77	77	85
ENSG00000196182	441	429	593	444	327	266	498	526	335	296	483	407
ENSG00000181817	198	204	332	241	159	127	228	197	200	246	331	307
ENSG00000116885	63	57	73	49	64	39	67	55	64	84	87	70
ENSG00000116898	379	325	427	307	325	230	404	327	385	365	555	431
ENSG00000233621	30	18	41	22	37	13	35	33	13	14	51	56
ENSG00000163874	674	1312	883	1055	214	395	498	1409	586	569	835	697
ENSG00000163875	489	366	673	411	433	271	567	491	481	421	639	475
ENSG00000163877	249	269	285	205	179	110	225	238	144	149	230	227
ENSG00000163879	135	127	50	25	68	59	69	62	71	48	96	65
ENSG00000134697	640	710	959	624	623	347	901	1020	606	570	890	685
ENSG00000169218	35	49	31	31	2	0	43	35	3	3	16	16
ENSG00000116922	61	61	127	88	65	62	105	91	98	87	152	153
ENSG00000134690	116	50	126	36	58	35	123	22	90	8	77	12
ENSG00000185090	19	10	18	14	15	16	21	22	21	17	19	15
ENSG00000196449	234	354	285	283	297	233	240	345	213	220	304	282
ENSG00000197982	180	140	286	250	265	127	252	225	190	274	287	365
ENSG00000188786	234	162	260	191	161	94	232	235	202	197	284	286
ENSG00000230955	34	40	53	25	24	12	35	48	29	36	66	52
ENSG00000204084	260	242	388	230	177	117	396	306	200	244	398	378
ENSG00000183431	796	682	963	659	601	391	1026	816	549	595	914	842
ENSG00000183386	508	345	772	567	749	535	531	440	264	255	532	479
ENSG00000183520	423	383	572	390	291	185	474	444	349	356	509	461
ENSG00000116954	506	410	740	598	709	655	704	678	578	609	738	671
ENSG00000214114	73	54	104	78	45	19	89	61	81	62	116	78
ENSG00000158315	6	6	24	10	3	12	1	5	4	5	7	3
ENSG00000174574	866	959	1089	817	861	644	850	1051	592	594	940	858
ENSG00000168653	829	805	1057	613	724	535	854	706	642	625	1209	948
ENSG00000127603	4474	4029	5903	4627	4211	2832	5093	4839	3126	2865	5206	5337
ENSG00000255103	434	285	462	343	194	103	421	256	162	137	299	349
ENSG00000182109	14	23	32	26	13	13	77	51	37	49	32	67
ENSG00000090621	3013	3194	3923	2849	2320	1785	3519	3385	3704	3322	3878	2926
ENSG00000228060	404	338	417	321	339	211	462	376	499	402	441	378
ENSG00000163909	145	451	196	658	104	232	34	463	39	12	76	7
ENSG00000084072	290	229	386	258	244	189	414	351	303	296	416	398
ENSG00000116985	4	11	11	5	18	14	7	9	11	8	8	7
ENSG00000043514	184	156	226	171	165	111	222	221	105	141	208	245
ENSG00000168389	86	180	68	67	40	48	81	132	9	26	25	22
ENSG00000131236	3988	2857	5574	3801	6719	4282	3553	2761	2335	2125	3947	3199
ENSG00000131238	600	532	490	403	372	274	577	447	439	436	658	590
ENSG00000117000	459	579	563	454	390	269	441	657	244	343	431	472
ENSG00000259943	26	22	27	10	15	15	28	28	13	13	20	13
ENSG00000084073	640	584	949	718	609	397	888	818	613	617	926	849
ENSG00000049089	16	15	20	27	7	12	24	25	17	8	7	8
ENSG00000084070	294	319	376	263	220	124	318	338	188	159	269	168
ENSG00000187801	17	8	28	15	14	12	28	20	30	18	16	17
ENSG00000260920	16	21	29	30	9	14	22	17	40	24	40	28
ENSG00000187815	42	32	46	36	33	25	70	39	39	40	65	54
ENSG00000164002	72	52	108	74	68	31	113	96	64	63	100	81
ENSG00000227278	18	15	26	10	8	9	19	8	12	18	28	19
ENSG00000117010	31	19	31	14	21	22	28	32	40	41	49	58
ENSG00000117016	20	21	26	36	113	68	72	89	21	30	56	85
ENSG00000272145	17	9	6	14	24	4	33	22	15	18	16	22
ENSG00000066136	253	229	361	213	228	182	306	270	288	256	425	303
ENSG00000171793	440	362	609	398	1154	993	481	395	213	186	374	305
ENSG00000010803	505	489	665	454	417	288	554	535	311	318	409	404
ENSG00000127124	65	57	105	69	127	83	101	95	39	53	65	64
ENSG00000198815	628	545	706	524	395	294	721	707	379	414	671	624
ENSG00000127125	276	202	372	211	213	156	242	206	298	285	416	357
ENSG00000186409	17	24	9	7	8	10	33	20	23	23	23	17
ENSG00000171960	121	87	164	93	110	77	146	113	144	120	205	139
ENSG00000065978	2811	2146	4210	2712	2725	1820	3263	2564	3052	2599	3854	2686
ENSG00000117385	1463	1624	2526	1873	1616	931	3446	2928	1456	1635	2144	2060
ENSG00000164008	46	30	68	56	37	29	54	52	50	57	65	58
ENSG00000177868	138	118	134	102	112	67	121	127	122	130	125	101
ENSG00000164010	336	296	391	302	200	106	444	345	245	217	280	265
ENSG00000228192	79	55	90	68	31	28	81	69	45	39	63	60
ENSG00000164011	14	13	32	15	20	19	20	16	28	45	39	47
ENSG00000117394	3556	5297	3131	2285	4637	3007	1711	2562	522	1018	717	1231
ENSG00000117395	714	642	777	527	579	415	674	504	552	453	871	624
ENSG00000243710	122	39	29	75	81	16	102	79	92	80	62	103
ENSG00000117399	279	86	168	52	72	59	218	38	145	25	122	21
ENSG00000066322	816	750	1122	759	1035	675	925	723	770	593	1126	825
ENSG00000159479	400	370	591	387	384	206	435	399	363	375	467	464
ENSG00000229431	73	48	58	57	65	38	80	87	71	64	62	65
ENSG00000198198	687	688	788	523	409	326	1009	843	466	488	821	696
ENSG00000229372	31	36	51	37	23	17	56	46	32	36	58	40
ENSG00000178922	269	272	303	206	188	149	290	266	181	148	349	244
ENSG00000142949	1254	1079	1959	1469	1834	1188	1241	1257	593	522	893	793
ENSG00000066135	612	534	751	558	470	308	789	737	501	560	808	825
ENSG00000236200	112	103	144	109	88	58	143	140	106	82	168	142
ENSG00000126091	132	120	258	177	149	109	178	140	160	130	253	207
ENSG00000117408	256	275	418	352	334	247	395	370	249	282	430	381
ENSG00000132768	133	122	196	125	169	123	211	145	122	131	224	159
ENSG00000117410	365	443	625	429	589	413	426	534	336	331	600	516
ENSG00000117411	964	834	1742	1067	1154	741	1279	1205	1013	909	1438	1125
ENSG00000159214	35	45	65	31	50	35	61	62	41	37	92	70
ENSG00000196517	652	707	713	611	347	268	499	587	525	622	668	780
ENSG00000178028	255	236	320	230	255	158	396	323	230	264	390	330
ENSG00000117419	469	400	676	402	416	249	559	495	427	379	606	552
ENSG00000187147	697	637	885	654	637	448	824	787	625	558	911	794
ENSG00000126106	252	171	256	208	221	111	294	242	211	201	231	278
ENSG00000198520	23	29	11	10	3	2	24	24	14	31	20	18
ENSG00000142945	194	65	226	67	88	36	226	55	143	30	118	18
ENSG00000225721	1293	19	29	1152	929	9	1403	1271	1098	1160	12	1350
ENSG00000142937	8176	8488	11792	8015	6933	5351	9030	9139	7848	8448	12151	10085
ENSG00000173846	454	597	569	342	338	268	568	786	386	309	641	511
ENSG00000188396	4	38	26	15	5	9	14	13	11	7	46	27
ENSG00000222009	183	169	392	254	215	200	347	319	196	239	422	451
ENSG00000117425	17	24	16	20	12	10	48	22	30	15	49	13
ENSG00000070785	263	218	339	209	201	146	303	202	264	191	374	247
ENSG00000126107	327	347	507	382	425	320	553	460	396	333	570	455
ENSG00000126088	579	505	689	507	477	335	657	571	563	526	729	658
ENSG00000132781	53	46	68	49	46	35	110	61	85	70	99	83
ENSG00000132773	117	101	122	70	83	29	144	121	104	83	158	116
ENSG00000070759	32	41	37	33	20	17	35	45	33	30	41	40
ENSG00000236624	8	9	32	24	4	5	31	31	23	42	36	34
ENSG00000132763	44	69	110	27	25	53	40	32	24	48	109	49
ENSG00000117450	1951	1836	2756	1735	1972	1239	2285	2052	2529	2348	3424	2719
ENSG00000117448	379	332	468	403	341	279	433	398	388	419	526	541
ENSG00000132780	763	716	709	432	343	285	805	588	476	328	640	409
ENSG00000159592	703	652	889	684	725	542	804	689	562	597	792	805
ENSG00000159596	198	146	239	146	165	117	185	178	193	204	241	213
ENSG00000197429	78	107	186	126	104	82	162	118	108	134	156	141
ENSG00000086015	753	813	1430	1110	1212	1035	1488	1401	1098	979	1337	1042
ENSG00000117461	25	33	20	13	10	14	31	33	29	22	17	8
ENSG00000085998	523	427	776	600	723	484	780	610	450	413	621	532
ENSG00000085999	59	56	82	15	18	25	77	37	54	25	88	11
ENSG00000132128	1150	1128	1494	1141	1035	602	1453	1554	884	893	1209	1101
ENSG00000173660	566	453	632	555	508	297	615	562	654	675	738	738
ENSG00000117481	144	165	208	138	155	118	249	208	142	169	252	243
ENSG00000117480	15	28	5	13	13	12	14	21	8	11	12	32
ENSG00000269956	28	30	40	21	20	15	40	44	18	27	25	30
ENSG00000079277	369	370	340	269	207	205	336	360	213	253	322	371
ENSG00000142961	105	88	104	65	61	39	152	149	64	78	112	82
ENSG00000123472	351	271	389	306	252	183	409	349	335	260	377	352
ENSG00000159658	1180	957	983	740	854	560	899	859	621	646	924	903
ENSG00000228237	38	20	22	15	24	17	24	16	20	12	16	17
ENSG00000123473	140	64	104	81	52	32	113	68	79	19	88	38
ENSG00000162368	1420	1347	2054	1395	2059	1502	1608	1616	1245	1233	1853	1547
ENSG00000237424	12	20	11	11	11	12	6	18	3	10	12	9
ENSG00000269113	1	3	3	5	2	0	30	48	30	25	22	14
ENSG00000132122	116	71	69	53	35	30	86	86	42	58	68	76
ENSG00000162373	15	9	18	6	57	34	37	34	2	7	5	11
ENSG00000185104	472	386	439	299	352	216	414	378	275	270	446	328
ENSG00000123080	294	213	325	222	77	49	269	237	211	120	218	194
ENSG00000123091	1304	1280	2272	1623	1493	1082	1534	1665	1326	1307	2028	1791
ENSG00000085832	783	721	1076	696	727	552	900	824	796	777	1238	1140
ENSG00000117859	657	701	701	508	645	487	543	602	422	431	736	843
ENSG00000078618	2041	1799	2144	1508	1435	1111	1913	1721	1313	1343	1906	1760
ENSG00000266993	170	180	191	131	131	76	179	148	131	108	181	204
ENSG00000169213	2291	1204	1610	967	1621	976	621	503	389	289	444	306
ENSG00000117862	613	565	860	778	387	318	634	732	643	813	887	1050
ENSG00000198841	153	209	159	139	142	95	150	173	123	112	191	164
ENSG00000223390	25	24	16	12	17	5	24	32	18	17	22	20
ENSG00000134717	457	438	650	441	282	204	484	513	358	460	663	643
ENSG00000157077	465	420	548	408	396	256	508	546	303	402	442	484
ENSG00000154222	377	302	437	335	460	300	464	423	298	305	469	445
ENSG00000272100	32	17	27	29	30	19	41	32	17	24	35	38
ENSG00000085840	46	22	29	14	2	3	44	15	22	9	41	6
ENSG00000134748	325	323	336	243	193	162	407	406	216	230	339	348
ENSG00000134744	424	467	515	422	304	203	690	630	312	357	541	543
ENSG00000116157	160	163	400	294	615	374	258	231	128	152	598	575
ENSG00000162377	97	80	151	88	121	87	127	106	98	80	170	130
ENSG00000162378	597	520	676	534	592	374	704	650	471	434	670	605
ENSG00000228929	18	28	25	21	14	10	18	16	19	10	35	15
ENSG00000203995	17	5	8	2	23	14	13	3	1	0	3	1
ENSG00000121310	432	554	341	260	252	196	322	301	172	216	339	368
ENSG00000116171	1215	1157	1420	1001	888	710	1188	944	990	935	1359	1157
ENSG00000174348	4024	5977	1596	1597	1919	1986	1813	2425	1009	1314	1356	1526
ENSG00000232993	481	1034	260	185	240	315	180	296	118	132	233	192
ENSG00000227644	11	26	7	8	7	18	7	12	2	5	6	11
ENSG00000162383	126	192	37	49	64	75	52	63	25	28	57	94
ENSG00000235563	10	19	3	5	17	10	1	3	2	2	2	2
ENSG00000157184	104	93	160	83	139	95	134	94	90	109	192	139
ENSG00000236723	24	24	41	13	39	37	32	16	27	24	50	35
ENSG00000162384	338	368	496	340	330	247	477	402	393	382	641	531
ENSG00000162385	260	264	315	221	157	109	257	233	169	193	307	257
ENSG00000270172	17	16	14	7	12	11	16	9	8	2	14	9
ENSG00000157193	63	38	49	25	48	30	59	24	27	17	32	18
ENSG00000174332	138	128	136	95	171	95	121	136	12	12	49	24
ENSG00000058804	231	122	272	152	145	97	239	180	141	140	231	147
ENSG00000058799	191	211	205	151	150	106	170	178	137	151	202	249
ENSG00000081870	184	152	186	130	99	64	183	140	120	140	181	131
ENSG00000116212	509	500	490	405	314	214	452	424	296	316	406	364
ENSG00000272091	72	83	76	82	44	24	85	112	49	67	69	92
ENSG00000116209	1881	2090	2904	2183	1445	925	2045	2177	1640	1870	2153	2110
ENSG00000116205	49	33	75	43	35	19	60	56	65	71	99	92
ENSG00000248835	37	33	40	16	14	10	48	45	26	40	50	52
ENSG00000215883	43	22	37	27	8	10	46	38	24	24	32	49
ENSG00000116221	576	528	778	512	634	476	648	569	636	571	770	604
ENSG00000157216	711	772	667	471	189	155	536	597	394	399	543	535
ENSG00000162390	43	44	10	7	5	6	29	19	19	24	8	8
ENSG00000162396	14	13	26	8	14	11	33	11	34	29	47	44
ENSG00000116133	2529	2191	570	336	599	421	1308	700	522	378	647	509
ENSG00000242396	137	24	5	11	26	4	53	32	16	11	11	23
ENSG00000169174	16	12	4	4	11	12	67	29	86	54	126	102
ENSG00000162402	655	693	715	571	512	353	1031	1024	498	512	663	729
ENSG00000162407	4106	6932	7417	6376	722	549	18084	24452	7251	10110	8851	11284
ENSG00000162409	114	82	47	58	127	48	61	66	15	32	15	29
ENSG00000236341	0	0	6	9	0	0	15	29	8	11	17	26
ENSG00000173406	39	36	214	161	1	2	323	480	187	198	540	628
ENSG00000162600	54	52	74	67	53	37	79	72	86	110	125	94
ENSG00000162601	349	290	474	259	301	185	707	516	278	293	420	420
ENSG00000177606	669	322	2111	747	1524	886	2128	666	728	1151	1230	1847
ENSG00000172456	92	60	78	58	62	42	74	59	116	101	108	107
ENSG00000162599	160	106	76	67	34	22	147	126	215	178	377	340
ENSG00000162604	279	318	306	267	261	188	280	235	202	241	287	281
ENSG00000132849	157	146	134	116	131	89	132	151	66	75	113	165
ENSG00000162607	561	444	510	338	300	204	691	488	450	298	565	371
ENSG00000116641	1307	967	1421	1075	1215	640	1294	1203	646	761	992	934
ENSG00000125703	91	103	95	77	50	46	96	94	111	117	143	139
ENSG00000088035	74	80	115	81	70	45	115	115	98	100	125	112
ENSG00000142856	153	115	208	154	216	118	230	176	222	234	443	410
ENSG00000203965	53	64	79	46	22	20	100	75	71	81	125	120
ENSG00000079739	882	627	1454	1139	1968	1232	1004	1009	2099	2264	3633	3275
ENSG00000185483	613	439	376	340	410	226	698	605	1383	1135	2932	2071
ENSG00000158966	236	288	171	168	75	42	520	540	125	147	201	172
ENSG00000162437	92	139	80	45	86	60	128	100	108	86	129	127
ENSG00000162434	3382	3217	3760	2691	2116	1355	4038	3798	3828	4024	4602	4392
ENSG00000162433	221	135	1135	767	1044	578	508	590	423	547	524	667
ENSG00000116675	123	70	103	43	342	197	66	43	28	21	28	28
ENSG00000116678	260	249	152	146	215	206	123	101	79	133	167	253
ENSG00000213625	1903	2052	1972	1713	1397	1049	1677	1934	1225	1387	1797	2065
ENSG00000184588	105	133	53	49	128	104	121	231	71	131	69	104
ENSG00000118473	116	116	157	101	52	77	58	81	100	52	53	49
ENSG00000152763	43	48	51	36	25	15	32	45	29	41	39	35
ENSG00000198160	696	665	795	569	541	367	788	769	489	433	666	609
ENSG00000116704	311	336	350	255	272	133	282	377	181	163	285	320
ENSG00000142864	2080	1676	2449	1610	1675	1138	2343	1883	1715	1610	2548	2039
ENSG00000116717	555	852	1220	1406	1009	710	699	1225	1217	1353	1889	1148
ENSG00000172380	4237	3336	4456	2981	4099	2352	4548	4036	2762	2308	3852	2957
ENSG00000232284	18	27	7	7	7	5	13	12	15	16	18	6
ENSG00000162595	21	52	40	38	6	1	25	45	22	30	7	24
ENSG00000116729	934	1110	294	269	406	313	653	903	573	544	522	480
ENSG00000024526	112	42	102	30	48	25	116	22	73	5	55	10
ENSG00000033122	3	4	4	4	71	62	23	27	3	6	11	13
ENSG00000066557	150	161	247	186	212	128	266	250	201	177	257	239
ENSG00000116754	1731	2743	2844	2051	1624	1213	4144	4160	1755	1945	2742	2664
ENSG00000118454	476	362	519	371	366	208	522	499	358	357	539	433
ENSG00000197568	55	59	78	55	51	30	77	58	71	83	112	96
ENSG00000116761	44	49	77	56	65	63	71	90	63	52	182	134
ENSG00000050628	5	5	77	75	211	169	47	75	86	118	196	274
ENSG00000235079	55	84	96	64	68	50	130	136	51	64	86	79
ENSG00000132485	725	985	1108	857	658	675	1550	1301	631	758	1074	1014
ENSG00000172260	873	843	639	510	590	454	449	556	231	191	302	246
ENSG00000254685	97	67	80	61	67	38	120	59	73	72	107	108
ENSG00000116791	337	269	218	168	162	120	231	188	101	87	486	449
ENSG00000162623	271	287	338	282	216	202	316	302	266	207	407	315
ENSG00000162624	0	0	0	1	20	14	1	11	0	0	15	52
ENSG00000117054	384	313	370	257	305	233	334	360	269	283	367	401
ENSG00000137955	404	524	612	585	552	423	950	823	524	505	780	784
ENSG00000184005	11	12	2	1	6	5	33	35	53	52	90	83
ENSG00000226415	23	35	95	24	42	57	14	30	6	13	38	22
ENSG00000117069	5	3	103	58	105	93	65	43	14	21	16	37
ENSG00000142892	569	506	987	783	520	357	902	703	616	598	752	616
ENSG00000154027	274	151	776	448	402	334	285	217	218	120	160	56
ENSG00000036549	530	348	707	461	374	272	680	673	474	494	655	644
ENSG00000077254	814	814	818	652	472	307	799	795	581	739	820	961
ENSG00000180488	266	189	221	202	258	147	264	222	164	181	215	204
ENSG00000235927	101	42	33	50	134	29	41	39	25	37	36	60
ENSG00000162614	1078	802	916	678	2244	1246	405	383	424	453	882	831
ENSG00000162613	830	810	1002	640	692	587	1019	904	566	595	809	746
ENSG00000162616	506	445	743	398	1246	563	426	444	471	493	630	521
ENSG00000122420	604	633	739	693	130	111	678	974	357	857	582	995
ENSG00000137959	11	29	19	32	7	4	44	73	34	45	32	17
ENSG00000137965	66	65	102	69	46	27	140	93	92	89	88	81
ENSG00000162618	164	88	177	116	56	39	134	151	393	360	364	246
ENSG00000117114	1009	954	687	472	191	104	1024	836	1173	805	1284	1029
ENSG00000137941	118	91	141	144	316	218	165	115	109	95	99	73
ENSG00000142875	528	435	684	444	526	433	499	462	346	403	523	519
ENSG00000117133	297	267	357	259	217	149	321	270	234	274	406	316
ENSG00000174021	459	412	603	439	391	285	422	388	367	440	609	500
ENSG00000122432	51	53	58	45	29	15	69	65	50	67	59	70
ENSG00000117151	229	263	373	315	199	170	370	321	358	416	381	481
ENSG00000117155	578	351	197	139	145	164	121	63	109	116	151	137
ENSG00000171517	22	22	1	0	0	0	0	0	0	0	0	0
ENSG00000162643	17	16	11	6	3	3	24	10	24	31	26	31
ENSG00000055732	44	30	7	5	0	1	13	8	8	7	3	5
ENSG00000097096	148	128	91	66	101	51	76	68	28	33	54	57
ENSG00000162642	213	281	414	292	232	146	366	434	220	288	422	415
ENSG00000142867	338	301	378	249	221	157	378	300	265	275	456	372
ENSG00000153904	1991	1126	3649	2217	3254	1657	2705	2107	1806	1140	2882	1857
ENSG00000142871	16801	25374	21392	19890	12871	5968	30636	35648	19853	27656	37394	37769
ENSG00000117174	362	291	412	283	249	153	492	375	273	286	435	430
ENSG00000171502	18	23	27	22	8	6	26	26	16	19	23	16
ENSG00000122417	312	375	332	223	173	111	425	470	236	264	365	386
ENSG00000097033	1463	1285	2160	1626	1613	987	1757	1664	1138	1324	1677	1612
ENSG00000183291	1502	1596	1831	1278	952	678	1563	1415	1402	1496	2249	2019
ENSG00000153936	428	453	430	319	307	196	401	333	258	307	319	262
ENSG00000143013	648	710	1109	801	342	300	843	996	617	800	990	1097
ENSG00000065243	554	521	549	480	357	226	661	689	377	438	562	506
ENSG00000137947	207	218	251	150	149	95	245	222	174	168	273	226
ENSG00000137944	321	253	321	200	239	171	365	353	283	310	399	356
ENSG00000213516	169	128	165	136	151	108	276	250	164	160	212	227
ENSG00000117226	516	376	312	251	120	68	343	286	343	327	421	360
ENSG00000117228	745	544	806	569	787	437	521	364	155	273	306	425
ENSG00000234518	8	21	29	6	5	11	10	12	12	6	24	9
ENSG00000162645	158	209	333	275	102	70	121	165	229	330	349	442
ENSG00000162654	7	6	9	8	1	0	7	6	41	33	23	22
ENSG00000197147	4	5	23	18	30	24	35	35	21	15	26	16
ENSG00000171488	153	171	93	89	58	44	111	85	185	132	198	116
ENSG00000171492	413	345	511	426	98	81	174	187	490	513	682	649
ENSG00000162664	329	445	439	335	180	128	502	462	254	272	406	392
ENSG00000122482	324	350	483	337	375	224	389	433	262	299	365	357
ENSG00000097046	61	48	41	22	21	19	103	39	69	38	75	43
ENSG00000069702	1446	1747	1145	838	143	92	3936	2838	1785	1557	1643	1375
ENSG00000069712	43	41	38	42	28	12	58	62	40	47	65	48
ENSG00000174842	83	61	76	63	39	31	86	74	73	74	85	80
ENSG00000122484	203	182	264	212	143	96	279	258	198	209	288	284
ENSG00000067208	289	293	392	312	321	206	341	342	354	347	522	413
ENSG00000122406	6650	6493	9157	5846	5453	4410	7418	6766	6660	7146	10388	8418
ENSG00000154511	682	652	856	711	727	448	500	520	182	284	172	183
ENSG00000143033	126	101	135	75	112	56	134	119	99	84	144	124
ENSG00000117500	917	1303	1052	980	462	383	924	1311	631	840	913	963
ENSG00000122483	165	153	157	172	104	40	211	199	158	155	175	167
ENSG00000223745	119	200	199	180	108	114	291	309	174	180	305	263
ENSG00000117505	790	733	936	685	931	475	868	868	568	579	956	823
ENSG00000137942	286	320	229	191	510	368	484	446	203	191	262	259
ENSG00000137936	360	257	945	541	1121	505	572	514	324	401	406	417
ENSG00000224093	18	16	58	37	61	37	42	47	26	24	20	16
ENSG00000067334	656	859	770	623	596	454	700	806	518	466	790	674
ENSG00000023909	804	1058	1013	759	402	237	973	1107	942	1342	654	750
ENSG00000198691	10	6	12	14	28	13	14	14	8	14	1	1
ENSG00000137962	1900	1588	1436	916	1516	763	3008	2080	1716	1139	1619	859
ENSG00000117528	497	442	506	381	426	276	469	490	278	348	414	379
ENSG00000117525	1624	1445	3384	2122	272	118	438	421	622	362	660	266
ENSG00000117519	2217	1874	4037	3009	4607	3299	2513	2627	1829	2311	3037	3605
ENSG00000235501	24	20	27	21	22	20	21	11	22	19	24	29
ENSG00000172339	117	68	141	84	61	35	96	74	68	86	105	116
ENSG00000122481	14	24	28	19	15	11	35	11	11	15	25	24
ENSG00000228502	16	18	16	30	28	16	31	25	24	21	22	22
ENSG00000117569	150	168	170	129	67	77	261	278	82	87	85	93
ENSG00000188641	807	795	809	579	137	93	830	924	559	791	686	775
ENSG00000232878	36	27	27	22	4	0	31	33	23	32	34	30
ENSG00000225206	6	1	22	14	12	18	26	20	16	10	12	10
ENSG00000162627	484	371	574	406	522	327	590	469	342	279	570	465
ENSG00000117600	419	512	160	129	887	421	166	111	13	14	19	15
ENSG00000099260	8	10	24	13	448	244	19	18	12	7	0	3
ENSG00000156869	30	17	26	23	5	6	29	27	20	29	46	42
ENSG00000162688	313	271	309	230	256	184	295	317	228	268	384	414
ENSG00000117620	254	332	383	289	306	228	343	385	213	232	398	370
ENSG00000156875	687	784	827	676	631	425	840	904	483	467	977	942
ENSG00000156876	25	33	59	49	24	22	50	39	35	46	77	75
ENSG00000122435	104	91	116	82	51	38	150	106	92	118	178	140
ENSG00000122477	21	18	21	9	10	5	27	28	10	27	21	25
ENSG00000137992	132	123	230	158	134	111	234	196	206	228	305	298
